incident_county,incident_latitude,incident_longitude,incident_dateonly_created,Population
37,35.736290000000004,-120.75593,6,284010
37,35.05747,-120.39295,6,284010
42,40.529090000000004,-122.17456999999999,6,180040
49,40.35068,-121.77866999999999,6,63916
49,40.12791,-122.19792,6,63916
49,40.18395,-122.27573999999998,6,63916
15,39.0674,-122.59848000000001,6,64382
17,34.53765,-118.75495,6,10105518
5,39.2976,-122.51201200000001,7,21627
13,35.1234,-118.72905,6,896764
42,40.50318,-122.42308,6,180040
52,37.80785,-120.30187,6,54539
4,37.95766,-120.68902,6,45602
22,37.08529,-121.09353999999999,6,274765
21,39.038859,-123.38493000000001,7,87606
36,38.052054999999996,-120.94548200000001,6,752660
3,39.6139,-121.954098,6,231256
50,40.60402,-122.9144,6,12535
25,35.95515,-120.86256000000002,6,435594
18,37.571,-119.118,6,157672
9,36.696878999999996,-119.30449899999999,6,994400
3,39.59872,-121.78208000000001,6,231256
37,35.33916,-120.71488000000001,6,284010
16,40.316137,-120.45053,6,30802
44,41.83359,-122.99271999999999,6,43724
3,39.491737,-121.637759,7,231256
32,38.595865,-121.17693,6,1540975
6,37.947140000000005,-121.9921,6,1150215
40,37.660740000000004,-121.67143999999999,6,1937570
34,34.17711,-117.15381000000001,6,2171603
26,38.80583,-122.18183,6,139417
54,38.80583,-122.18183,6,220408
31,33.56349,-116.732032,7,2450758
49,40.00293,-122.44008000000001,7,63916
18,37.227909999999994,-119.50461000000001,7,157672
44,41.085,-123.051,7,43724
35,32.833674,-116.7311,7,3343364
6,37.86339,-122.12351000000001,7,1150215
35,32.619855,-116.764733,7,3343364
8,38.539806,-121.059979,7,190678
44,41.893332,-122.534655,7,43724
2,38.42623,-120.95408,7,39383
34,34.095568,-116.95880600000001,7,2171603
23,41.29363,-120.11461000000001,7,8777
39,34.463889,-119.83138899999999,7,446527
40,37.06367,-121.53586000000001,7,1937570
3,39.77124,-121.76858999999999,7,231256
34,34.171786,-117.35606000000001,7,2171603
20,37.6549,-119.88581,7,17471
13,34.86022,-118.87881000000002,7,896764
3,39.66492,-121.51772,7,231256
40,37.22545,-121.79189,7,1937570
40,37.163594,-121.702547,7,1937570
23,41.50105,-120.61108,7,8777
33,36.65351,-121.0454,7,61537
12,36.6734,-118.21881,7,17987
42,40.62693,-122.23449,7,180040
6,37.79718,-121.85311000000002,7,1150215
0,37.75646,-121.60646000000001,7,1666753
34,34.22526,-117.40966999999999,7,2171603
18,37.198170000000005,-119.80413999999999,7,157672
15,39.06715,-122.59788999999999,7,64382
49,40.33682,-121.93908,7,63916
33,36.59036,-120.82355,7,61537
16,39.99309,-120.02136999999999,7,30802
44,41.70877,-122.47293,7,43724
16,40.95234,-121.21597,7,30802
11,41.34453,-123.85404,7,136373
16,41.08583,-121.05722,7,30802
16,40.946659999999994,-121.27049,7,30802
49,40.27754,-122.11375,7,63916
11,41.079440000000005,-123.688056,8,136373
37,35.70086,-120.97339,7,284010
35,32.557565999999994,-116.8663,7,3343364
44,41.632373,-122.37985,7,43724
39,34.54305556,-120.31805559999998,7,446527
54,38.59694444,-121.9938889,7,220408
3,39.57202,-121.43131000000001,7,231256
20,37.28365,-119.97546000000001,7,17471
35,33.04898,-116.78928,7,3343364
31,33.836101,-117.607577,7,2450758
42,40.741186,-122.649626,7,180040
39,34.62412,-120.22298,7,446527
15,38.91152,-122.86854,7,64382
37,35.685390000000005,-120.95156999999999,7,284010
37,35.64917,-120.71907,7,284010
40,37.449425,-121.88807,7,1937570
21,39.279833,-123.258319,7,87606
51,36.42638,-118.70443,7,465861
42,40.65428,-122.62357,7,180040
50,40.65428,-122.62357,7,12535
17,34.380390000000006,-118.60441000000002,7,10105518
31,33.56921,-116.154398,7,2450758
15,38.981389,-122.97222,9,64382
42,40.824,-121.90215,7,180040
16,40.34822,-120.82497,7,30802
40,37.07793,-121.600023,7,1937570
6,37.89612,-121.85847,7,1150215
33,36.796,-121.40603999999999,7,61537
0,37.711729999999996,-121.55604,7,1666753
21,38.8802,-123.0496,8,87606
35,33.078920000000004,-116.91845,7,3343364
31,33.571763,-116.50005800000001,7,2450758
4,38.08424,-120.46078,8,45602
20,37.69965,-120.0545,8,17471
0,37.533026,-121.79733,8,1666753
13,35.37444,-118.83556000000002,8,896764
5,39.243283,-123.10336699999999,7,21627
10,39.243283,-123.10336699999999,7,28047
15,39.243283,-123.10336699999999,7,64382
21,39.243283,-123.10336699999999,7,87606
51,36.21634,-118.82988999999999,7,465861
5,39.04786,-123.11971000000001,7,21627
15,39.04786,-123.11971000000001,7,64382
21,39.04786,-123.11971000000001,7,87606
13,35.387408,-118.81793400000001,7,896764
16,40.633536,-120.86809099999999,7,30802
52,38.349000000000004,-119.929,8,54539
12,37.735461,-118.97044299999999,7,17987
31,33.85852,-117.43521000000001,7,2450758
35,33.41476,-117.24043999999999,7,3343364
48,39.186144,-121.79288500000001,7,96807
26,38.51943,-122.18353,7,139417
21,39.82877,-123.08488999999999,7,87606
42,40.95673,-121.6002,7,180040
37,35.30151,-120.64398,9,284010
35,33.05737,-116.77153999999999,8,3343364
8,38.645,-120.87416699999999,8,190678
29,38.824259999999995,-121.451307,8,393149
25,35.847778000000005,-120.343056,8,435594
28,33.698879999999996,-117.52055,8,3185968
31,33.759722,-117.460278,8,2450758
14,35.97896,-119.98329,8,151366
19,38.07135,-122.76751000000002,12,259666
13,35.56888889,-118.80138889999999,8,896764
42,40.896,-122.219,8,180040
31,33.946896,-117.066643,8,2450758
35,33.076239,-116.90298500000002,8,3343364
42,40.99344,-121.52225,8,180040
26,38.272290000000005,-122.26388999999999,8,139417
6,37.996179999999995,-122.14097,8,1150215
26,38.69601,-122.44468,9,139417
45,38.431278000000006,-122.043747,8,446610
13,35.17156,-118.51651000000001,8,896764
27,39.10494,-121.07038999999999,8,99696
35,33.0971179,-117.02425290000001,8,3343364
25,36.00912,-120.82226000000001,8,435594
51,35.79012,-118.7393,8,465861
23,41.38544,-121.04386000000001,8,8777
0,37.699259999999995,-122.02805,8,1666753
13,35.51777778,-118.6525,8,896764
42,40.36888889,-122.89055559999998,8,180040
39,35.11416667,-120.09222220000001,8,446527
31,33.627006,-117.17173100000001,8,2450758
18,37.197039000000004,-120.002619,8,157672
31,33.97902,-117.20533999999999,8,2450758
18,37.179167,-119.43166699999999,8,157672
15,39.02017,-122.57496,8,64382
31,33.640051,-117.08535400000001,8,2450758
17,34.2325,-117.84611100000001,9,10105518
15,38.8275,-122.3625,8,64382
39,34.576944,-119.61416000000001,9,446527
23,41.521229999999996,-120.72362,9,8777
34,34.15475,-117.24436599999999,8,2171603
42,40.9425,-122.43,9,180040
50,40.9425,-122.43,9,12535
15,38.918420000000005,-122.85276,9,64382
29,39.268611,-120.65833300000001,9,393149
8,38.94388,-120.92611000000001,9,190678
42,40.678889,-122.40055600000001,9,180040
52,37.83388,-120.61746000000001,9,54539
50,40.616251,-123.52018999999999,9,12535
24,38.347395,-119.45186000000001,9,14250
25,36.35502,-121.1563,9,435594
19,38.02447,-122.727,9,259666
13,34.91482,-118.92485,9,896764
31,33.80406,-116.93188,9,2450758
8,38.7448,-120.65671999999999,9,190678
17,34.48229,-118.60858,9,10105518
18,37.387890000000006,-119.68911999999999,9,157672
16,40.336420000000004,-120.93005,9,30802
49,40.34256,-121.43025,9,63916
42,40.5939,-122.17173000000001,9,180040
40,37.33563,-121.75815,9,1937570
3,39.84151,-121.62168,9,231256
37,-120.258,-120.258,9,284010
34,34.24138,-117.42431,9,2171603
25,35.97677,-121.24898,10,435594
9,36.938674,-119.3127769,10,994400
49,40.22027778,-122.18,10,63916
40,37.1769444,-121.68694440000002,10,1937570
44,41.940459999999995,-122.43933,10,43724
45,38.45673,-121.94658000000001,10,446610
25,36.18401,-120.69955,10,435594
42,40.496179999999995,-122.51597,10,180040
42,40.60866,-122.38366,10,180040
3,39.93427,-121.54103,10,231256
37,35.17693,-120.48861000000001,10,284010
51,36.47766,-119.10433,10,465861
3,39.36529,-121.51706999999999,10,231256
41,37.0125,-122.046,11,274255
21,39.62194,-123.28773999999999,11,87606
3,39.8134,-121.4347,11,231256
49,40.346652,-122.308479,11,63916
16,40.83116,-120.19336000000001,11,30802
45,38.21396,-121.9424,11,446610
53,34.22685,-118.93444,11,850967
17,34.235,-118.70128000000001,11,10105518
53,34.235,-118.70128000000001,11,850967
11,40.61805556,-123.67555559999998,1,136373
3,39.71217,-121.77385,11,231256
6,37.81111,-121.7944,11,1150215
11,40.888785,-124.00184899999999,11,136373
34,34.18075,-117.43184,11,2171603
0,37.61158,-121.94181999999999,11,1666753
53,34.30166667,-119.09916670000001,11,850967
53,34.26734825,-118.64381589999999,11,850967
41,37.12857,-122.12036,11,274255
55,39.24678,-121.32399,6,78041
14,35.81778,-120.09715,4,151366
3,39.83958,-121.95700000000001,4,231256
13,35.65189,-118.92545,4,896764
3,39.85484,-121.905,5,231256
13,35.03855,-119.19453999999999,5,896764
13,35.72057,-119.62762,5,896764
29,39.115359999999995,-120.76088,5,393149
35,32.557565999999994,-116.8663,5,3343364
31,33.650237,-116.17253400000001,5,2450758
49,39.98097,-122.30736999999999,5,63916
31,33.81678,-117.18194,5,2450758
37,35.307590000000005,-119.96498000000001,5,284010
9,36.669090000000004,-119.3046,5,994400
31,33.69078,-114.57265,5,2450758
40,37.45899,-121.22093000000001,5,1937570
31,33.57039,-116.1466,5,2450758
51,36.28001,-119.10973999999999,6,465861
51,36.18479,-118.99229,6,465861
51,36.23012,-118.85712,6,465861
51,36.14246,-118.80582,6,465861
37,35.343761,-119.91371699999999,6,284010
6,38.02503,-121.9763,6,1150215
45,38.21416,-122.12213999999999,6,446610
29,38.752629999999996,-121.39258999999998,6,393149
47,37.259879999999995,-121.09375,6,549815
55,39.15641,-121.56363,6,78041
54,38.88978,-122.23921999999999,6,220408
26,38.63047,-122.47282,6,139417
48,39.28926,-121.85906000000001,6,96807
37,35.66318,-120.41128,6,284010
40,37.21638,-121.70768000000001,6,1937570
40,37.44422,-121.84082,6,1937570
25,35.97059,-120.88241000000001,6,435594
51,35.89593,-118.94106000000001,6,465861
37,35.57376,-120.11738000000001,6,284010
35,33.30267,-116.97771999999999,6,3343364
3,39.76242,-121.73658999999999,6,231256
44,41.64895,-122.35961999999999,6,43724
44,41.946220000000004,-122.40156999999999,6,43724
35,33.396840000000005,-117.29665,6,3343364
44,39.28926,-121.85906000000001,6,43724
31,33.919507,-117.103765,6,2450758
0,37.75427,-121.57382,6,1666753
49,39.97083,-122.48277,6,63916
55,39.24678,-121.32399,6,78041
47,37.46577,-121.28312,6,549815
25,36.284259999999996,-120.94771000000001,6,435594
42,40.41404,-122.66779,6,180040
40,37.494136,-121.534827,6,1937570
29,38.738170000000004,-121.39419,6,393149
31,33.80493,-117.15738,6,2450758
27,39.40972222,-121.00055559999998,6,99696
35,32.62305556,-116.91416670000001,6,3343364
31,33.911,-116.980528,6,2450758
22,37.312877,-120.242411,6,274765
3,39.32889,-121.23431000000001,6,231256
40,37.189040000000006,-121.69496799999999,7,1937570
36,37.632059999999996,-121.53838200000001,7,752660
0,37.469,-121.3697,7,1666753
6,37.99837,-122.16201000000001,7,1150215
42,40.41741,-122.767256,7,180040
16,40.679318,-120.39276799999999,7,30802
55,39.06066,-121.35014,7,78041
20,37.524378000000006,-120.29655100000001,7,17471
37,35.63111111,-120.26916670000001,7,284010
25,35.95191,-120.8092,7,435594
31,33.69055556,-116.95388899999999,7,2450758
35,32.566389,-116.7525,7,3343364
31,33.569379999999995,-116.07896000000001,7,2450758
0,37.093243,-121.586846,7,1666753
42,40.463936,-122.435492,7,180040
31,33.812837200000004,-117.1228851,7,2450758
16,40.072739,-120.158273,7,30802
53,34.366111,-118.96,7,850967
47,37.944751000000004,-120.84371999999999,7,549815
40,37.32555556,-121.76444440000002,7,1937570
18,37.016944,-119.93416699999999,7,157672
31,33.514658000000004,-116.7884,7,2450758
36,37.962557000000004,-121.468074,7,752660
23,41.909,-120.306,7,8777
35,32.794768,-116.839743,7,3343364
47,37.420988,-121.371276,7,549815
4,38.115224,-120.78068,7,45602
20,37.241427,-120.027731,7,17471
13,34.900833299999995,-118.91833329999999,7,896764
26,38.481258000000004,-122.143942,7,139417
34,34.42386,-117.10318000000001,7,2171603
3,39.423833,-121.57973799999999,7,231256
45,38.158333,-122.118889,7,446610
40,37.433192,-121.807258,7,1937570
37,35.004721999999994,-120.435278,7,284010
44,41.834365999999996,-122.65656899999999,7,43724
44,41.838,-122.845,7,43724
21,39.831762,-123.84601299999999,7,87606
34,33.997528,-117.76976599999999,7,2171603
23,41.79591,-121.260305,7,8777
35,32.767649,-116.79603200000001,7,3343364
39,34.665699,-119.94973999999999,7,446527
25,35.908333,-120.984167,7,435594
25,36.008889,-121.466944,7,435594
8,38.757636,-120.75663999999999,7,190678
13,35.60989,-118.41203999999999,7,896764
35,32.575556,-117.02666699999999,8,3343364
32,38.3525,-121.12361100000001,8,1540975
32,38.622058,-121.11409499999999,8,1540975
23,41.43783,-120.23976,8,8777
6,37.908362,-121.872941,8,1150215
17,34.677864,-118.75239499999999,8,10105518
34,34.202883,-116.4449,8,2171603
42,40.55924,-122.25408999999999,8,180040
13,35.287372999999995,-118.623651,8,896764
31,33.740219,-117.33372800000001,8,2450758
6,37.968494,-121.678172,8,1150215
16,40.886677,-120.336977,8,30802
16,40.900458,-121.320838,8,30802
15,38.99174,-122.7751,8,64382
52,37.949746999999995,-120.42005800000001,8,54539
16,40.943799,-120.27529799999999,8,30802
0,37.708743,-121.841879,8,1666753
54,39.171091,-121.423281,8,220408
31,33.909791999999996,-117.004667,8,2450758
42,40.46968,-122.54364,8,180040
21,39.005262,-123.195306,8,87606
17,34.675542,-118.34223899999999,8,10105518
45,38.455,-121.969167,8,446610
8,38.703889000000004,-120.890556,8,190678
5,39.088333,-122.30916699999999,8,21627
40,37.219716999999996,-121.761974,8,1937570
42,40.484328999999995,-122.159393,8,180040
20,37.532028000000004,-120.208019,8,17471
35,32.57394,-116.760465,8,3343364
8,38.652475,-120.82616499999999,8,190678
20,37.536069,-120.17701799999999,8,17471
0,37.71734,-121.55866999999999,8,1666753
42,40.715556,-122.24194399999999,8,180040
31,33.4506,-116.857817,8,2450758
16,40.562,-120.544,8,30802
16,39.892222,-120.02972199999999,8,30802
31,33.77777348,-117.487578,8,2450758
40,37.034183,-121.45597,8,1937570
35,32.557546,-116.87395500000001,8,3343364
31,33.463991,-116.914799,8,2450758
16,40.593,-120.581,8,30802
0,37.718636,-121.65701100000001,8,1666753
51,36.40193,-119.030621,8,465861
25,35.906482000000004,-120.99291399999998,9,435594
53,34.71011,-119.3547,9,850967
0,37.545167,-121.596667,9,1666753
33,36.600167,-120.8405,9,61537
34,34.353667,-117.343833,9,2171603
8,38.898915,-120.946657,9,190678
41,37.178353,-122.07743,9,274255
30,40.061389,-120.68055600000001,9,18804
31,33.528469,-117.27315700000001,9,2450758
15,38.910498,-122.642572,9,64382
33,36.732865999999994,-121.39478000000001,9,61537
49,40.12,-122.64,9,63916
36,38.017138,-120.945044,9,752660
50,40.062304,-123.222196,9,12535
49,40.109,-122.789,9,63916
24,37.826,-118.87200000000001,9,14250
23,41.748000000000005,-121.056,9,8777
12,36.284,-118.228,9,17987
51,36.150999999999996,-118.185,9,465861
12,37.034,-118.345,9,17987
3,39.470333000000004,-121.412333,9,231256
16,44.733999999999995,-120.60600000000001,9,30802
44,41.862237,-122.66225800000001,9,43724
44,41.492974200000006,-123.2129356,9,43724
50,41.150392,-122.63410800000001,9,12535
15,38.955024,-122.833831,9,64382
3,39.45296,-121.41261899999999,9,231256
44,41.512917,-122.740333,9,43724
31,33.9369,-117.3063,9,2450758
39,34.630919,-120.18736799999999,9,446527
31,33.496633,-116.631106,9,2450758
47,37.32585,-121.110146,9,549815
31,33.854597,-117.27014399999999,9,2450758
47,37.492002,-120.401028,9,549815
31,33.4853,-117.043723,9,2450758
44,41.749666999999995,-123.00083300000001,9,43724
31,33.635,-116.801111,9,2450758
29,38.751647999999996,-121.43263600000002,9,393149
40,37.467744,-121.842751,9,1937570
37,35.214364,-120.45588300000001,9,284010
31,33.900994,-117.170588,9,2450758
4,38.20177,-120.827386,9,45602
52,37.838333,-120.625556,9,54539
42,40.612556,-122.03916699999999,9,180040
35,32.787656,-116.806941,9,3343364
2,38.332083000000004,-120.67131,9,39383
35,32.87833333,-116.88,9,3343364
45,38.07944444,-122.2561111,9,446610
3,39.622137,-121.693472,9,231256
8,38.538467,-120.96510500000001,9,190678
31,33.703546,-117.033598,9,2450758
9,36.154184,-120.634179,9,994400
37,35.189783,-120.1755,10,284010
47,37.429505999999996,-121.33646499999999,10,549815
10,41.70611111,-123.4375,10,28047
21,39.613783000000005,-123.45878200000001,10,87606
20,37.604638,-119.96606000000001,10,17471
26,38.165873,-122.211671,10,139417
40,37.066483000000005,-121.219163,10,1937570
49,40.314187,-122.07005500000001,10,63916
0,37.606,-121.853,10,1666753
25,35.790690000000005,-120.73102,10,435594
37,35.790690000000005,-120.73102,10,284010
49,39.847708000000004,-122.1604,10,63916
49,39.847708000000004,-122.160416,10,63916
6,37.828267,-122.103867,10,1150215
31,33.827979,-117.499619,10,2450758
31,33.975405,-117.20706799999999,10,2450758
31,33.9925,-117.05916699999999,10,2450758
42,40.4988,-122.19911,10,180040
31,33.8615,-116.897333,10,2450758
53,34.156389000000004,-118.950833,10,850967
17,34.329879999999996,-118.48161,10,10105518
37,35.709176,-120.31285600000001,10,284010
8,38.724000000000004,-120.145,10,190678
53,34.23955,-119.20187,10,850967
16,40.387772,-120.304341,10,30802
31,33.45148,-116.05898,10,2450758
6,38.045866,-122.245186,10,1150215
35,32.762706,-117.09744099999999,10,3343364
39,34.484722,-120.19083300000001,10,446527
15,38.88913,-122.604425,10,64382
9,36.319291,-120.46018899999999,10,994400
34,34.033117,-117.21545,10,2171603
17,34.055768,-118.55409099999999,10,10105518
35,33.351145,-117.403719,10,3343364
46,38.792458,-122.78005300000001,10,499942
34,34.183624,-117.274276,10,2171603
19,37.896231,-122.636471,10,259666
3,39.551423,-121.80053799999999,10,231256
17,34.472778000000005,-118.36805600000001,10,10105518
38,37.166674,-122.361112,10,769545
0,37.62782,-121.68598,10,1666753
35,33.055124,-116.742508,10,3343364
35,33.259861,-117.02733300000001,10,3343364
49,40.001709999999996,-122.25421000000001,10,63916
6,37.99136,-121.64118,10,1150215
6,38.03545,-122.2241,10,1150215
45,38.07205,-122.22463,10,446610
21,39.224309999999996,-123.12886999999999,10,87606
6,37.97911,-122.11092,10,1150215
17,34.098191,-118.47871699999999,10,10105518
53,34.282179,-118.803389,10,850967
31,34.01778,-117.4625,10,2450758
31,33.985972,-117.414111,10,2450758
35,32.564583,-116.83458300000001,10,3343364
34,34.183,-117.285,10,2171603
53,34.302212,-118.997115,10,850967
31,33.849906,-117.46136299999999,11,2450758
49,40.036379,-122.637837,11,63916
15,39.100408,-122.496548,11,64382
29,38.838992,-121.325842,11,393149
54,38.734634,-121.72969099999999,11,220408
39,34.5025,-119.785,11,446527
